InventoryId,Store,Brand,Description,Size,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,Dollars,Classification
30_CULCHETH_273,30,273,Sauza Extra Gold Tequila,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,17.31,6,103.86,1
30_CULCHETH_4414,30,4414,Cruzan Pineapple Rum,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.93,11,87.23,1
18_FURNESS_1476,18,1476,Jim Beam Traveler,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,16.05,18,288.9,1
76_DONCASTER_1515,76,1515,Old Overholt,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,10.14,12,121.68,1
16_LUNDY_3726,16,3726,Gilbeys Vodka Traveler,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,03-01-2024,06-01-2024,19-02-2024,3.78,11,41.58,1
18_FURNESS_1348,18,1348,Knob Creek Bourbon,375mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,11.84,3,35.52,1
66_EANVERNESS_1476,66,1476,Jim Beam Traveler,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,16.05,402,6452.1,1
15_WANBORNE_3726,15,3726,Gilbeys Vodka Traveler,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,3.78,9,34.02,1
7_STANMORE_5254,7,5254,DeKuyper Buttershots Schnpps,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.35,11,80.85,1
16_LUNDY_2373,16,2373,Jim Beam Maple,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,03-01-2024,06-01-2024,19-02-2024,10.29,24,246.96,1
76_DONCASTER_4064,76,4064,Calico Jack Pin/Coc Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.41,2,18.82,1
38_GOULCREST_661,38,661,Red Stag by Jim Beam,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,9.99,12,119.88,1
47_PELLA'S WISH_1385,47,1385,Makers Mark,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,20.45,10,204.5,1
1_HARDERSFIELD_273,1,273,Sauza Extra Gold Tequila,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,17.31,6,103.86,1
30_CULCHETH_1962,30,1962,Jim Beam Apple,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,11.02,11,121.22,1
22_SHARNWICK_1345,22,1345,Basil Hayden Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,28.45,18,512.1,1
50_MOUNTMEND_2986,50,2986,Hibiki Harmony Japan Whiskey,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,51.96,6,311.76,1
69_MOUNTMEND_361,69,361,Effen Cucumber Vodka,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,03-01-2024,06-01-2024,19-02-2024,14.28,1,14.28,1
5_SUTTON_3915,5,3915,Sauza Silver Tequila,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.48,12,113.76,1
54_GUTHRAM_1345,54,1345,Basil Hayden Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,28.45,5,142.25,1
1_HARDERSFIELD_8103,1,8103,Sauza Gold Tequila,50mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,0.77,120,92.4,1
22_SHARNWICK_3726,22,3726,Gilbeys Vodka Traveler,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,3.78,11,41.58,1
47_PELLA'S WISH_4677,47,4677,Courvoisier 12 Yr Cognac,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,34.61,6,207.66,1
37_PAETHSMOUTH_273,37,273,Sauza Extra Gold Tequila,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,17.31,6,103.86,1
1_HARDERSFIELD_5539,1,5539,DeKuyper Hot Damn 100*,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,8.39,10,83.9,1
50_MOUNTMEND_5096,50,5096,DeKuyper Peachtree Schnapps,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.99,12,95.88,1
50_MOUNTMEND_4677,50,4677,Courvoisier 12 Yr Cognac,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,34.61,6,207.66,1
30_CULCHETH_1346,30,1346,Knob Creek Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,22.55,22,496.1,1
30_CULCHETH_8236,30,8236,Jim Beam,50mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,1.07,118,126.26,1
76_DONCASTER_5539,76,5539,DeKuyper Hot Damn 100*,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,8.39,12,100.68,1
15_WANBORNE_1737,15,1737,Makers Mark,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,34.3,66,2263.8,1
66_EANVERNESS_4678,66,4678,Courvoisier VS Cognac,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,16.78,9,151.02,1
52_GRAYCOTT_4806,52,4806,Leroux Blackberry Brandy,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,11.71,6,70.26,1
15_WANBORNE_3268,15,3268,Pinnacle CranApple Vodka,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.63,11,83.93,1
30_CULCHETH_1385,30,1385,Makers Mark,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,20.45,42,858.9,1
30_CULCHETH_8451,30,8451,Cruzan Aged Dark Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,12.59,5,62.95,1
69_MOUNTMEND_1396,69,1396,Old Crow,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,10.44,5,52.2,1
23_ARBINGTON_3253,23,3253,Gilbeys London Dry,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.08,3,27.24,1
30_CULCHETH_3512,30,3512,Pinnacle Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,11.76,42,493.92,1
30_CULCHETH_1476,30,1476,Jim Beam Traveler,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,16.05,144,2311.2,1
1_HARDERSFIELD_1005,1,1005,Maker's Mark Combo Pack,375mL 2 Pk,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,27.34,6,164.04,1
30_CULCHETH_1515,30,1515,Old Overholt,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,10.14,12,121.68,1
76_DONCASTER_4678,76,4678,Courvoisier VS Cognac,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,16.78,5,83.9,1
52_GRAYCOTT_8064,52,8064,Canadian Club,50mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,0.76,120,91.2,1
52_GRAYCOTT_1355,52,1355,Knob Creek Bourbon,50mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,2.59,6,15.54,1
69_MOUNTMEND_676,69,676,Pinnacle Whipped Vodka,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,8.65,10,86.5,1
67_EANVERNESS_1376,67,1376,Jim Beam,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,16.29,7,114.03,1
15_WANBORNE_2226,15,2226,Jim Beam Devils Cut,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,27.6,6,165.6,1
30_CULCHETH_4296,30,4296,Ronrico Silver Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,9.29,6,55.74,1
15_WANBORNE_5368,15,5368,Midori Melon Liqueur,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,15.23,12,182.76,1
30_CULCHETH_661,30,661,Red Stag by Jim Beam,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,9.99,34,339.66,1
15_WANBORNE_8452,15,8452,Cruzan Aged Light Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,12.68,6,76.08,1
1_HARDERSFIELD_4296,1,4296,Ronrico Silver Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,9.29,6,55.74,1
1_HARDERSFIELD_2816,1,2816,Auchentoshan 12 Yr Sngle Mlt,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,34.61,6,207.66,1
47_PELLA'S WISH_4678,47,4678,Courvoisier VS Cognac,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,16.78,12,201.36,1
38_GOULCREST_1376,38,1376,Jim Beam,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,16.29,10,162.9,1
1_HARDERSFIELD_5232,1,5232,DeKuyper Buttershots Schnaps,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,10.71,6,64.26,1
1_HARDERSFIELD_3915,1,3915,Sauza Silver Tequila,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,9.48,11,104.28,1
38_GOULCREST_525,38,525,El Tesoro Anejo Gold Tequil,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,31,6,186,1
1_HARDERSFIELD_1358,1,1358,Knob Creek Bourbon,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,42.85,6,257.1,1
34_PITMERDEN_8066,34,8066,DeKuyper Triple Sec,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.13,5,35.65,1
5_SUTTON_3726,5,3726,Gilbeys Vodka Traveler,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,3.78,9,34.02,1
1_HARDERSFIELD_3253,1,3253,Gilbeys London Dry,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,9.08,22,199.76,1
16_LUNDY_1737,16,1737,Makers Mark,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,03-01-2024,06-01-2024,19-02-2024,34.3,18,617.4,1
1_HARDERSFIELD_2120,1,2120,Canadian Club,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,12.21,62,757.02,1
38_GOULCREST_1347,38,1347,Bakers Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,31.24,12,374.88,1
69_MOUNTMEND_5368,69,5368,Midori Melon Liqueur,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,15.23,12,182.76,1
30_CULCHETH_649,30,649,Sauza Tres Generaciones Pla,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,28.67,3,86.01,1
1_HARDERSFIELD_1376,1,1376,Jim Beam,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,16.29,68,1107.72,1
76_DONCASTER_1415,76,1415,Old Grand Dad,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,10.39,10,103.9,1
37_PAETHSMOUTH_5232,37,5232,DeKuyper Buttershots Schnaps,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,10.71,5,53.55,1
69_MOUNTMEND_8066,69,8066,DeKuyper Triple Sec,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.13,3,21.39,1
22_SHARNWICK_2696,22,2696,McClelland Highland Sgl Malt,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,25.19,6,151.14,1
30_CULCHETH_2159,30,2159,Connemara Irish Whiskey,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,30.53,6,183.18,1
69_MOUNTMEND_4269,69,4269,Calico Jack Spiced Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.22,6,55.32,1
34_PITMERDEN_1348,34,1348,Knob Creek Bourbon,375mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,11.84,11,130.24,1
67_EANVERNESS_4194,67,4194,Calico Jack Coconut Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.48,6,56.88,1
22_SHARNWICK_5232,22,5232,DeKuyper Buttershots Schnaps,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,10.71,6,64.26,1
69_MOUNTMEND_4296,69,4296,Ronrico Silver Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.29,6,55.74,1
52_GRAYCOTT_1373,52,1373,Jim Beam Honey,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,10.36,12,124.32,1
76_DONCASTER_2639,76,2639,Bowmore Darkest Islay 15 Yr,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,52.37,6,314.22,1
47_PELLA'S WISH_8066,47,8066,DeKuyper Triple Sec,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.13,5,35.65,1
15_WANBORNE_1345,15,1345,Basil Hayden Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,28.45,30,853.5,1
5_SUTTON_8819,5,8819,Leroux Blackberry Brandy,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,5.1,11,56.1,1
37_PAETHSMOUTH_3253,37,3253,Gilbeys London Dry,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.08,6,54.48,1
1_HARDERSFIELD_8023,1,8023,DeKuyper Triple Sec,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,3.28,56,183.68,1
18_FURNESS_1382,18,1382,Makers 46,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,28.56,1,28.56,1
34_PITMERDEN_1385,34,1385,Makers Mark,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,20.45,8,163.6,1
1_HARDERSFIELD_8066,1,8066,DeKuyper Triple Sec,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.13,18,128.34,1
38_GOULCREST_3982,38,3982,Hornitos Reposado Tequila,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,14.38,11,158.18,1
76_DONCASTER_3512,76,3512,Pinnacle Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,11.76,46,540.96,1
69_MOUNTMEND_661,69,661,Red Stag by Jim Beam,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.99,24,239.76,1
67_EANVERNESS_4296,67,4296,Ronrico Silver Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.29,4,37.16,1
16_LUNDY_1397,16,1397,Jim Beam Kentucky Fire,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,03-01-2024,06-01-2024,19-02-2024,10.76,24,258.24,1
5_SUTTON_5031,5,5031,DeKuyper Peppermint Schnapp,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,11.71,6,70.26,1
47_PELLA'S WISH_1376,47,1376,Jim Beam,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,16.29,10,162.9,1
38_GOULCREST_2161,38,2161,Canadian Club Classic,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,15.26,36,549.36,1
54_GUTHRAM_3385,54,3385,Pinnacle Strawbry Kiwi Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,12.97,6,77.82,1
50_MOUNTMEND_4194,50,4194,Calico Jack Coconut Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.48,6,56.88,1
34_PITMERDEN_2120,34,2120,Canadian Club,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,12.21,27,329.67,1
1_HARDERSFIELD_8296,1,8296,Knob Creek Smoked Maple,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,21.7,6,130.2,1
18_FURNESS_661,18,661,Red Stag by Jim Beam,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.99,3,29.97,1
66_EANVERNESS_2120,66,2120,Canadian Club,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,12.21,32,390.72,1
76_DONCASTER_8451,76,8451,Cruzan Aged Dark Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,12.59,4,50.36,1
37_PAETHSMOUTH_1379,37,1379,Jim Beam Traveler,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,11.41,12,136.92,1
66_EANVERNESS_8023,66,8023,DeKuyper Triple Sec,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,3.28,12,39.36,1
1_HARDERSFIELD_5228,1,5228,DeKuyper Wh Cr de Menthe,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.02,12,84.24,1
37_PAETHSMOUTH_1395,37,1395,Old Crow,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,5.88,11,64.68,1
52_GRAYCOTT_2155,52,2155,McClelland Islay Single Malt,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,24.05,6,144.3,1
38_GOULCREST_5228,38,5228,DeKuyper Wh Cr de Menthe,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.02,10,70.2,1
16_LUNDY_5254,16,5254,DeKuyper Buttershots Schnpps,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,03-01-2024,06-01-2024,19-02-2024,7.35,12,88.2,1
78_EASTHAVEN_4199,78,4199,Sauza Blanco Tequila,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,16.92,6,101.52,1
52_GRAYCOTT_1376,52,1376,Jim Beam,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,16.29,21,342.09,1
52_GRAYCOTT_1476,52,1476,Jim Beam Traveler,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,16.05,48,770.4,1
5_SUTTON_661,5,661,Red Stag by Jim Beam,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.99,12,119.88,1
29_AYLESBURY_4044,29,4044,Calico Jack Mango Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.62,6,57.72,1
67_EANVERNESS_2839,67,2839,Ardmore Legacy Single Malt,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,27,6,162,1
1_HARDERSFIELD_3385,1,3385,Pinnacle Strawbry Kiwi Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,12.97,6,77.82,1
69_MOUNTMEND_8023,69,8023,DeKuyper Triple Sec,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,3.28,8,26.24,1
66_EANVERNESS_1005,66,1005,Maker's Mark Combo Pack,375mL 2 Pk,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,03-01-2024,06-01-2024,19-02-2024,27.34,21,574.14,1
37_PAETHSMOUTH_2120,37,2120,Canadian Club,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,12.21,18,219.78,1
1_HARDERSFIELD_1379,1,1379,Jim Beam Traveler,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,11.41,10,114.1,1
34_PITMERDEN_4846,34,4846,Cruzan Estate Diamond Dark,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,12.4,5,62,1
66_EANVERNESS_3982,66,3982,Hornitos Reposado Tequila,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,03-01-2024,06-01-2024,19-02-2024,14.38,1,14.38,1
37_PAETHSMOUTH_5457,37,5457,After Shock Hot & Cool Cinmn,50mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,1.54,10,15.4,1
1_HARDERSFIELD_8694,1,8694,Skinnygirl Cosmopolitan,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,7.99,10,79.9,1
66_EANVERNESS_1376,66,1376,Jim Beam,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,16.29,7,114.03,1
76_DONCASTER_8066,76,8066,DeKuyper Triple Sec,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.13,4,28.52,1
52_GRAYCOTT_807,52,807,Jim Beam,Liter,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,13.23,12,158.76,1
15_WANBORNE_8296,15,8296,Knob Creek Smoked Maple,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,21.7,6,130.2,1
34_PITMERDEN_5368,34,5368,Midori Melon Liqueur,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,15.23,12,182.76,1
50_MOUNTMEND_4269,50,4269,Calico Jack Spiced Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,9.22,2,18.44,1
38_GOULCREST_4679,38,4679,Courvoisier VS Cognac,375mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,8.63,12,103.56,1
1_HARDERSFIELD_5826,1,5826,DeKuyper Razzmatazz,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,01-01-2024,06-01-2024,19-02-2024,6.86,12,82.32,1
69_MOUNTMEND_3696,69,3696,Gilbeys Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,7.6,3,22.8,1
23_ARBINGTON_5490,23,5490,DeKuyper Hot Damn Cinnamon,50mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,0.76,118,89.68,1
7_STANMORE_1346,7,1346,Knob Creek Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY    ,8142,22-12-2023,02-01-2024,06-01-2024,19-02-2024,22.55,6,135.3,1
